Name,URL,ISSN,"EconLit Coverage",Formerly,See
"Growth and Change",http://onlinelibrary.wiley.com/journal/10.1111/%28ISSN%291468-2257/issues,0017-4815,"Jan. 1970, 1(1) - present",,
"Hacettepe Üniversitesi Iktisadi ve Idari Bilimler Fakültesi Dergisi/Hacettepe University Journal of Economics and Administrative Sciences",https://dergipark.org.tr/en/pub/huniibf/archive,1301-8752,"June 2010, 28(1) - present",,
"Hacienda Pública Española/Review of Public Economics",https://hpe-rpe.org/published-articles/,0210-1173,"2002, 160 - present",,
"Harvard Business Review",,,"October 1922, 1(1) - July-August 1974, 52(4)",,
"Health Care Management Science",https://link.springer.com/journal/volumesAndIssues/10729,1386-9620,"Sept. 1998, 1(1) - present",,
"Health Economics",http://onlinelibrary.wiley.com/journal/10.1002/%28ISSN%291099-1050/issues,1057-9230,"Jan.-Feb. 1996, 5(1) - present",,
"Health Economics, Policy and Law",http://journals.cambridge.org/action/displayBackIssues?jid=HEP,1744-1331,"January 2006, 1(1) - present",,
"Health Policy and Planning",https://academic.oup.com/heapol/issue,0268-1080,"January 2010, 25(1) - present",,
"Health Services Research",http://onlinelibrary.wiley.com/journal/10.1111/%28ISSN%291475-6773/issues,0017-9124,"Part 1 April 1995, 30(1) - Part II December 2005, 40(6)",,
"HEPAC: Health Economics in Prevention and Care",,1439-3972,"2000 - 2001, 2(4)",,"European Journal of Health Economics"
"História e Economia--Revista Interdisciplinar",https://www.historiaeeconomia.pt/index.php/he/issue/archive,1808-5318,"January-July 2018, 20(1) - present",,
"História Econômica e História de Empresas",https://www.hehe.org.br/index.php/rabphe,1519-3314,"2nd Semester 1998, 1(1) - present",,
"History of Economic Ideas",http://www.libraweb.net/sommari.php?chiave=61,1122-8792,"1993, 1(1) - present",,
"History of Economic Thought",https://www.jstage.jst.go.jp/browse/jshet/-char/en,1880-3164,"June 2005, 47(1) - present","Annals of the Society for the History of Economic Thought",
"History of Economic Thought and Policy",https://www.francoangeli.it/riviste/sommario.aspx?IDRivista=121,2240-9971,"2012, 1(1) - present","Storia del Pensiero Economico: Nuova Serie",
"History of Economics Review",http://www.tandfonline.com/loi/rher20?open=63&repitition=0#vol_63,1037-0196,"Winter 1994, (21) - present",,
"History of Political Economy",http://hope.dukejournals.org/content/by/year,0018-2702,"Spring 1969, 1(1) - present",,
"Hitotsubashi Journal of Commerce and Management",http://hermes-ir.lib.hit-u.ac.jp/rs/handle/10086/11,0018-2796,"March 1961, 1(1) - present",,
"Hitotsubashi Journal of Economics",http://hermes-ir.lib.hit-u.ac.jp/rs/handle/10086/12,0018-280X,"October 1960, 1(1) - present",,
"Homo Oeconomicus",https://link.springer.com/journal/volumesAndIssues/41412,0943-0180,"2009, 26(1) - present",,
"Hong Kong Economic Papers",,1025-8884,"June 1961, 1(1) - 1996, (24)",,
"Housing Finance Review",,0276-4415,"Jan. 1984, 3(1) - Spring 1987, 6(1)",,
"Housing Policy Debate",http://www.tandfonline.com/loi/rhpd20,1051-1482,"1990, 1(1) - present",,
"Housing Studies",http://www.tandfonline.com/loi/chos20,0267-3037,"Jan. 1996, 11(1) - present",,
"Human Geography",https://journals.sagepub.com/loi/HUG,1942-7786,"March 2018, 11(1) - present",,
"Human Resource Development Quarterly",https://onlinelibrary.wiley.com/loi/15321096,1044-8004,"Spring 1995, 6(1) - present",,
Humanomics,,0828-8666,"1994, 10(1) - 2017, 33(4)",,"International Journal of Ethics and Systems"
"IB Información Básica en Estadística",http://www.dane.gov.co/index.php/revista-y-magazin-ib,2256-1552,"December 2011-December 2012, 1(1) - January-December 2015, 4(1)",,
"IB Revija",http://www.umar.gov.si/en/publications/authors-contributions/ib-revija/,1318-2803,"2006, 40(1-2) - present",,
"Iberian Journal of the History of Economic Thought",https://revistas.ucm.es/index.php/IJHE/issue/archive,2386-5768,"2014, 1(1) - present",,
"Iberoamerican Journal of Development Studies",http://ried.unizar.es/index.php/revista/issue/archive,2254-2035,"January-June 2012, 1(1) - present",,
"Iberoamerican Journal of Strategic Management",http://www.revistaiberoamericana.org/ojs/index.php/ibero/issue/archive,2176-0756,"January-March 2016, 15(1) - present",,
"Ifo Studien",,0018-9731,"1969, 15(1-2) - 2002, 48(4)",,"CESifo Economic Studies"
"IIUM Journal of Economics and Management",,1394-7680,"1997, 5(1) - 2010, 18(2)",,"International Journal of Economics, Management and Accounting"
"Iktisat Íşletme ve Fínans",http://www.iif.com.tr/index.php/iif/issue/archive#2013,1300-610X,"January 2004, 19(214) - December 2015, 30(357)",,
"Il Pensiero Economico Italiano",http://www.libraweb.net/sommari.php?chiave=63,1122-8784,"1999, 7(1) - present",,
"Illinois Agricultural Economics",,,"Jan. 1969, 9(1) - July 1974, 14(2)",,
"ILR Review",http://ilr.sagepub.com/content/by/year,0019-7939,"January 2015, 68(1) - present","Industrial and Labor Relations Review",
"IMF Economic Review",https://link.springer.com/journal/volumesAndIssues/41308,2041-4161,"2010, 58(1) - present","IMF Staff Papers",
"IMF Staff Papers",,1020-7635,"March 1999, 46(1) - June 2010, 57(2)","International Monetary Fund Staff Papers","IMF Economic Review"
"Imprese e Storia",http://www.assi-web.it/pubblicazioni/imprese-e-storia/,1590-6264,"Jan.-June 2004, (29) - January-June 2010, (39)",,
"Independent Review",http://www.independent.org/publications/tir/,1086-1653,"Spring 1996, 1(1) - present",,
"India Macroeconomics Annual",,0973-290X,"2003-2004 - 2010",,"South Asian Journal of Macroeconomics and Public Finance"
"Indian Development Review",http://www.serialsjournals.com/archives.php?journals_id=67,0972-9437,"June 2003, 1(1) - 2015, 13(1-2)",,
"Indian Economic and Social History Review",http://ier.sagepub.com/archive/,0019-4646,"July-September 1963, 1(1) - present",,
"Indian Economic Journal",https://journals.sagepub.com/loi/IEJ,0019-4662,"July 1953, 1(1) - July-September 2010, 58(2)",,
"Indian Economic Review",https://link.springer.com/journal/volumesAndIssues/41775,0019-4670,"February 1952, 1(1) - present",,
"Indian Growth and Development Review",https://www.emerald.com/insight/publication/issn/1753-8254,1753-8254,"2008, 1(1) - present",,
"Indian Journal of Agricultural Economics",http://isaeindia.org/publications/current-issue/,0019-5014,"January-March 2002, 57(1) - present",,
"Indian Journal of Applied Economics",,0971-8281,"Jan.-March 1995, 4(2) - Special Issue Part 4 Oct.-Dec. 2000, 8",,"International Journal of Applied Economics and Econometrics"
"Indian Journal of Economics and Business",http://www.serialsjournals.com/archives.php?journals_id=16,0972-5784,"June 2002, 1(1) - December 2015, 14(3)",,
"Indian Journal of Economics and Development",https://soed.in/journals,2277-5412,"January-March 2012, 8(1) - present",,
"Indian Journal of Finance",http://www.indianjournaloffinance.co.in/index.php/IJF/issue/archive,0973-8711,"April-May 2007, 1(1-2) - August 2019, 13(8)",,
"Indian Journal of Gender Studies",https://journals.sagepub.com/loi/IJG,0971-5215,"Jan.-June 1999, 6(1) - present",,
"Indian Journal of Labour Economics",https://link.springer.com/journal/volumesAndIssues/41027,0971-7927,"Jan.-March 1997, 40(1) - present",,
"Indian Journal of Quantitative Economics",,0970-1532,"1985, 1(1) - 2004, 20(1)",,
"Indian Journal of Social and Economic Policy",,,"June 2004, 1(1) - June 2004, 1(1)",,"Journal of Social and Economic Policy"
"Indian Journal of Social Development",http://www.serialsjournals.com/archives.php?journals_id=19,0972-3692,"June 2001, 1(1) - 2014, 14(2)",,
"Indiana Business Review",,,"Jan.-Feb. 1969, 44 - May-June 1974, 49",,
"Industrial and Corporate Change",https://academic.oup.com/icc/issue,0960-6491,"1995, 4(1) - present",,
"Industrial and Labor Relations Review",,0019-7939,"October 1947, 1(1) - October 2014, 67(4)",,"ILR Review"
"Industrial Organization Review",,,"1975, 3(1) - 1976, 4(3)",,
"Industrial Relations",https://onlinelibrary.wiley.com/loi/1468232x,0019-8676,"October 1961, 1(1) - present",,
"Industrielle Beziehungen",https://www.budrich-journals.de/index.php/indbez/issue/archive,0943-2779,"2006, 13(1) - present",,
"Industry and Development",,0197-7253,"1984, (10) - Dec. 1993, (34)",,
"Industry and Innovation",http://www.tandfonline.com/loi/ciai20,1366-2716,"June 1997, 4(1) - present",,
Info,,1463-6697,"Feb. 1999, 1(1) - 2016, 18(6)",,"Digital Policy, Regulation and Governance"
"Informacion Comercial Española Revista de Economia",https://dialnet.unirioja.es/servlet/revista?codigo=677,0019-977X,"Dec. 1998-Jan. 1999, (775) - present",,
"Information Economics and Policy",http://www.sciencedirect.com/science/journal/01676245,0167-6245,"1983, 1(1) - present",,
"Information Systems and e-Business Management",https://link.springer.com/journal/volumesAndIssues/10257,1617-9846,"April 2004, 2(1) - present",,
"INFORMS Journal on Applied Analytics",https://pubsonline.informs.org/loi/ijaa,0092-2102,"January-February 2012, 42(1) - present",,
"Innovation and Development",https://www.tandfonline.com/loi/riad20,2157-930X,"2018, 8(1) - present",,
Innovations,https://www.cairn.info/revue-innovations.htm,1267-4982,"1995, (1) - present",,
Inquiry,https://journals.sagepub.com/loi/inqa,0046-9580,"Fall 1980, 17(3) - present",,
"Insurance: Mathematics and Economics",http://www.sciencedirect.com/science/journal/01676687/,0167-6687,"Jan. 1992, 10(4) - present",,
Integration,https://iep-berlin.de/en/projects/future-of-european-integration/integration/,0720-5120,"2013, 36(1) - present",,
"Integration and Trade",http://www.iadb.org/intal/intalcdi/ObrasDigitalizadas.aspx?sub_base=INTEG.TRADE.&clase=R,1027-5703,"Jan.-April 1997, 1(1) - January-June 2014, 18(38)",,
"Intellectual Economics",http://www.sciencedirect.com/science/journal/18228011/9,1822-8011,"2007, (5) - present",,
"Interdisciplinary Description of Complex Systems",http://www.indecs.eu/index.php?s=table,1334-4684,"2003, 1(1-2) - present",,
"Interdisciplinary Journal of Economics and Business Law",http://www.ijebl.co.uk/ijebl_subscribersonly.html,2047-8747,"2011, 1(1) - present",,
"Intereconomics/Review of European Economic Policy",https://sciendo.com/journal/IE,0020-5346,"Jan.-Feb. 2004, 39(1) - present",,
"Intermountain Economic Review",,0195-8550,"Fall 1970, 1(1) - Fall 1978, 9(2)",,"Economic Forum"
"International Advances in Economic Research",https://link.springer.com/journal/volumesAndIssues/11294,1083-0898,"Feb. 1995, 1(1) - present",,
"International Business and Global Economy",http://ekonom.ug.edu.pl/web/pimihz/index.html?lang=en&ao=archive_of_issues,2300-6102,"2013, 32 - present",,
"International Contributions to Labour Studies",,1052-9187,"1991, 1 - 1997, 7",,
"International Econometric Review",http://www.era.org.tr/articles.html,1308-8793,"April 2009, 1(1) - present",,
"International Economic Journal",http://www.tandfonline.com/loi/riej20,1016-8737,"Spring 1987, 1(1) - present",,
"International Economic Review",https://onlinelibrary.wiley.com/loi/14682354,0020-6598,"January 1960, 1(1) - present",,
"International Economics",http://www.sciencedirect.com/science/journal/21107017,2110-7017,"January 2012, 129 - present",,
"International Economics and Economic Policy",https://link.springer.com/journal/volumesAndIssues/10368,1612-4804,"March 2004, 1(1) - present",,
"International Economics and Finance Journal",http://www.serialsjournals.com/archives.php?journals_id=20,0973-5259,"June 2006, 1(1) - 2016, 11(1)",,
"International Economics Studies",http://ies.ui.ac.ir/,2008-9643,"Autumn and Winter 2013, 41(2) - present",,
"International Economy",http://www.international-economy.com/index.htm,0898-4336,"Jan.-Feb. 1997, 11(1) - Fall 2004, 18(4)",,
"International Entrepreneurship and Management Journal",https://link.springer.com/journal/volumesAndIssues/11365,1554-7191,"March 2005, 1(1) - present",,
"International Finance",http://onlinelibrary.wiley.com/journal/10.1111/%28ISSN%291468-2362/issues,1367-0271,"Oct. 1998, 1(1) - present",,
"International Food and Agribusiness Management Review",http://ifama.org/page-18348,1559-2448,"2008, 11(1) - present",,
"International Game Theory Review",http://www.worldscientific.com/loi/igtr,0219-1989,"March 1999, 1(1) - present",,
"International Journal of Accounting and Finance",http://www.inderscience.com/ijaf,1752-8224,"2008, 1(1) - present",,
"International Journal of Agricultural Resources, Governance and Ecology",http://www.inderscience.com/ijarge,1462-4605,"2000, 1(1) - present",,
"International Journal of Applied Business and Economic Research",http://www.serialsjournals.com/archives.php?journals_id=22,0972-7302,"June 2003, 1(1) - 2014, 12(1)",,
"International Journal of Applied Econometrics and Quantitative Studies",http://www.usc.es/~economet/ijaeqs.htm,1698-4153,"Jan.-March 2004, 1(1) - July-December 2009, 6(2)",,
"International Journal of Applied Economics",http://applied-economics-journals.org/,1548-0003,"September 2004, 1(1) - present",,
"International Journal of Applied Economics and Econometrics",http://www.drkps.com/about/international-journal-of-applied-economics-and-econometrics/intro.html,0971-8281,"Jan.-March 2001, 9(1) - Oct.-Dec. 2015, 23(4)","Indian Journal of Applied Economics",
"International Journal of Asian Studies",http://journals.cambridge.org/action/displayBackIssues?jid=ASI,1479-5914,"January 2004, 1(1) - present",,
"International Journal of Banking, Accounting and Finance",http://www.inderscience.com/jhome.php?jcode=ijbaaf,1755-3830,"2013, 5(1-2) - present",,
"International Journal of Banking and Finance",http://ijbf.uum.edu.my/index.php/previous-issues,2590-423X,"2016, 12(1) - present",,
"International Journal of Behavioural Accounting and Finance",http://www.inderscience.com/ijbaf,1753-1969,"2008, 1(1) - present",,
"International Journal of Bonds and Derivatives",http://www.inderscience.com/jhome.php?jcode=ijbd#issue,2050-2281,"2013, 1(1) - present",,
"International Journal of Business",https://ijb.cyut.edu.tw/,1083-4346,"1996, 1(1) - present",,
"International Journal of Business and Economic Sciences Applied Research",http://ijbesar.teiemt.gr/,2408-0098,"August 2015, 8(1) - present","International Journal of Economic Sciences and Applied Research",
"International Journal of Business and Economics",http://www.ijbe.org,1607-0704,"April 2002, 1(1) - present",,
"International Journal of Business and Emerging Markets",http://www.inderscience.com/ijbem,1753-6219,"2008, 1(1) - present",,
"International Journal of Business and Finance Research",http://www.theibfr.com/ijbfrsample.htm,1931-0269,"2007, 1(1) - present",,
"International Journal of Business Economics and Management Research",http://www.skirec.org,2229-4848,"November 2010, 1(1) - September-October, 4(9-10)",,
"International Journal of Business Governance and Ethics",http://www.inderscience.com/ijbge/,1477-9048,"2004, 1(1) - present",,
"International Journal of Business Research",http://ijbr-journal.org/IJBR-JOURNAL/Default.aspx,1555-1296,"2015, 15(1) - present",,
"International Journal of Central Banking",https://www.ijcb.org/journals/index.htm,1815-4654,"June 2005, 1(1) - present",,
"International Journal of China Studies",https://ejournal.um.edu.my/index.php/IJCS,2180-3250,"January 2010, 1(1) - present",,
"International Journal of Commerce and Business Management",http://www.researchjournal.co.in/online/ijcbm.htm,0974-2646,"April 2013, 6(1) - present",,
"International Journal of Computational Economics and Econometrics",http://www.inderscience.com/jhome.php?jcode=ijcee,1757-1170,"2014, 4(1-2) - present",,
"International Journal of Corporate Governance",http://www.inderscience.com/jhome.php?jcode=ijcg,1754-3037,"2014, 5(1-2) - present",,
"International Journal of Critical Accounting",http://www.inderscience.com/jhome.php?jcode=ijca,1757-9848,"2014, 6(1) - present",,
"International Journal of Development and Conflict",http://www.ijdc.org.in/issues.html,2010-2704,"April 2011, 1(1) - present",,
"International Journal of Development Issues",https://www.emerald.com/insight/publication/issn/1446-8956,1446-8956,"June 2002, 1(1) - present",,
"International Journal of Diplomacy and Economy",http://www.inderscience.com/jhome.php?jcode=ijdipe,2049-0887,"2012, 1(1) - present",,
"International Journal of Ecological Economics and Statistics",http://ceser.in/ceserp/index.php/ijees/issue/archive,0973-1385,"September 2005, 3 - present",,
